src,tgt
5-2+8=,11
1-9-1=,-9
5-9-1=,-5
1+2-9=,-6
6-0+5=,11
2-2+2=,2
4-2+7=,9
3+7-3=,7
6+0-3=,3
2-8-2=,-8
2+6-2=,6
8-6+4=,6
6-3-9=,-6
1+3+6=,10
3-5+2=,0
0-6-9=,-15
3-3-4=,-4
6+6+4=,16
1+3+4=,8
3-6-3=,-6
4-4-1=,-1
3-2-1=,0
4-7+6=,3
0+6+1=,7
2-3-2=,-3
8-7-4=,-3
9-0-6=,3
4-6-9=,-11
4+0-2=,2
4+4+9=,17
0-0-3=,-3
6+0-0=,6
5-4+0=,1
6+4+8=,18
4+8+5=,17
0-3-9=,-12
6-7+0=,-1
4-3+7=,8
1+7+4=,12
2-0+3=,5
6-8-9=,-11
7-8+0=,-1
7+1+0=,8
7-0+5=,12
8-7+4=,5
5-8+5=,2
4-7-9=,-12
2-4+7=,5
5-7-4=,-6
0-1+6=,5
5-9+8=,4
9+9-6=,12
2+5-1=,6
5+9+6=,20
4-3+4=,5
4-6+7=,5
0-7+7=,0
7+1+9=,17
8+3+3=,14
0+8+8=,16
9-2+8=,15
0+4+7=,11
9+9-4=,14
6-4+0=,2
4+0+9=,13
2-2-7=,-7
2-7-0=,-5
0-2-1=,-3
3-6+6=,3
8+2-9=,1
5-7+2=,0
0+9-9=,0
3+2+8=,13
8+7+7=,22
5-6-1=,-2
9+3-0=,12
7+5-9=,3
1+5+1=,7
9-8-1=,0
6+6+7=,19
7-7-4=,-4
9-8-9=,-8
7+2+9=,18
4-1-0=,3
2-0+0=,2
9+1+2=,12
6+0-4=,2
9-4-6=,-1
6+9-6=,9
6-5-8=,-7
9+7-6=,10
3+1+6=,10
0-5+7=,2
5-9+5=,1
6-3-1=,2
9-3+9=,15
0+1-1=,0
5+3-7=,1
9-6+3=,6
5-7+1=,-1
9+2-1=,10
5-2+8=,11
8-4+2=,6
0+3+4=,7
3+2+3=,8
9+5-3=,11
5+5-9=,1
5-9-7=,-11
4-9+4=,-1
4+3+4=,11
6-3+8=,11
4+6-3=,7
9-8+1=,2
8-7-9=,-8
8+8+4=,20
7-2-2=,3
2-9+1=,-6
3-8-8=,-13
0-9+5=,-4
3-1-1=,1
9-3+5=,11
8-9+6=,5
0+8+4=,12
5+2+3=,10
3+3-9=,-3
7+1+1=,9
0+6+2=,8
7+5+9=,21
2+4-0=,6
1-6-3=,-8
5+0+8=,13
5+0+6=,11
0-5+8=,3
9-6-8=,-5
8+0-4=,4
0+4-1=,3
6-7-2=,-3
7+6-0=,13
5-3+0=,2
7-4-2=,1
3-1-9=,-7
3+1+6=,10
4+2+9=,15
4-4+4=,4
8+0+6=,14
5+1-6=,0
9-9-5=,-5
0-4-4=,-8
8+1-4=,5
2-3+0=,-1
6-6-7=,-7
9-7+2=,4
2-1-7=,-6
1-5-6=,-10
3-6+8=,5
8-3+3=,8
1-8-6=,-13
9+2-3=,8
8-1-9=,-2
8-4+2=,6
0+5-5=,0
8-5-7=,-4
9+2-4=,7
1+9-4=,6
8-4-1=,3
6-0-8=,-2
1+9+9=,19
3+0-2=,1
0+3-6=,-3
1+6+2=,9
4+9-0=,13
5-2-3=,0
9-5+6=,10
0-5+1=,-4
1+2-6=,-3
2+9-7=,4
8+1+9=,18
2-8-8=,-14
6-0+3=,9
6+7-9=,4
4-0-2=,2
1-4-7=,-10
2-3-5=,-6
1+3+6=,10
3-9+0=,-6
1+3+6=,10
5-0-8=,-3
2-1-0=,1
7+8+2=,17
1+9-1=,9
2-2+1=,1
8-8-0=,0
5-5-8=,-8
0-9+2=,-7
7+2-8=,1
3+8-5=,6
9-7-5=,-3
5-8+8=,5
9+5-7=,7
1+6-8=,-1
7-0+2=,9
5-1+3=,7
2+1+1=,4
9-0+8=,17
6+7+3=,16
7+0+1=,8
7+3-8=,2
8-6-2=,0
0+9+3=,12
1+3+1=,5
9-3-4=,2
4-1-6=,-3
3+7-9=,1
2-6-5=,-9
4-2+3=,5
6+7-1=,12
4+8-8=,4
4+3+6=,13
3-6-4=,-7
1+3+2=,6
5+9+7=,21
8+6+7=,21
9-4-7=,-2
5-1+9=,13
1+1+2=,4
7+8-7=,8
2+8+6=,16
6+7+2=,15
5+1-8=,-2
0-0-3=,-3
0+2-8=,-6
7-0-6=,1
9-4+6=,11
4+0+1=,5
7-2+5=,10
4+6+5=,15
6-5+2=,3
4+9+8=,21
1+2+5=,8
2+9+1=,12
2-4-1=,-3
6+2+4=,12
4+1+2=,7
8-8-3=,-3
2+0-0=,2
6-7+3=,2
6+9+6=,21
0+8-3=,5
9-3+5=,11
7-9+2=,0
9-3-6=,0
4-3-7=,-6
8-9-1=,-2
8-2+5=,11
7+7+9=,23
1+1-0=,2
0+3+7=,10
2-4+0=,-2
0-2+3=,1
8-7+9=,10
9-4-3=,2
8+7+3=,18
4+2-1=,5
7+3-6=,4
4+5-4=,5
9+3+4=,16
9-1+8=,16
9+3-2=,10
5-7+1=,-1
3+4+8=,15
1-9+7=,-1
6+8+8=,22
3+2-1=,4
3-8-3=,-8
4-0-7=,-3
6-0-9=,-3
1+8+3=,12
0+7-9=,-2
2+6+1=,9
1+6+4=,11
0-4-7=,-11
8+9+1=,18
9+1-4=,6
5+8-5=,8
3+0+2=,5
5-7-9=,-11
7-7-7=,-7
8-0-3=,5
9+7+5=,21
3-6+0=,-3
3-6-2=,-5
1-7-5=,-11
7+9+6=,22
5+0+1=,6
7-9-8=,-10
8+5-1=,12
2-3-8=,-9
2-1-0=,1
4-4+2=,2
8+9+5=,22
5+3-4=,4
6-6+7=,7
8-9-4=,-5
2-3-8=,-9
2+2-9=,-5
9+2-7=,4
8-0+0=,8
4-3+0=,1
6-9+1=,-2
4-0+0=,4
6+6+8=,20
0-0+5=,5
3-0+0=,3
2+3+2=,7
5-4+8=,9
1-5+8=,4
0+8-6=,2
5-5-7=,-7
7-3+1=,5
8-6-3=,-1
0-3+2=,-1
5-8+4=,1
5-2-3=,0
9-1-6=,2
4-8-0=,-4
9-7-9=,-7
1+5+8=,14
9+0-2=,7
9+1+5=,15
2+4-4=,2
4+4-9=,-1
8-8-4=,-4
1+9+5=,15
3-2-5=,-4
8-5-8=,-5
0-4+8=,4
1+2-7=,-4
9-6+4=,7
0-5-7=,-12
9-6-3=,0
9-8-8=,-7
3-2+2=,3
2-2-0=,0
1-6+0=,-5
2+0-7=,-5
5+5+3=,13
6-8+7=,5
0-6-0=,-6
6+1-5=,2
8-4+5=,9
6+5+9=,20
1-7-4=,-10
8-8-2=,-2
6+7+8=,21
9-6+5=,8
0-5+4=,-1
2-2+3=,3
5+4+4=,13
4+4-1=,7
2-5-5=,-8
0+3+0=,3
4-2+8=,10
7-4+7=,10
4+6-4=,6
7+5-2=,10
0+6+8=,14
2-9+9=,2
4-7-6=,-9
1+1+4=,6
1+7-0=,8
3+9+1=,13
4+9+6=,19
8-9-1=,-2
1+9-6=,4
4+8-6=,6
5-9+2=,-2
1-8+6=,-1
3-4-0=,-1
7+2-6=,3
6-2+3=,7
4+7+7=,18
6+7+7=,20
2+0+5=,7
1-5+6=,2
5-1-3=,1
2+7-1=,8
1+0+9=,10
9+5+2=,16
5+9+2=,16
9+7-4=,12
4+0+7=,11
6+6+9=,21
5-4-7=,-6
4-1+9=,12
1-0-6=,-5
6-8+6=,4
8-9+7=,6
0-8-6=,-14
8+4-5=,7
4-6-2=,-4
0-7+9=,2
1+9+3=,13
6-4-2=,0
1-3-0=,-2
3-7+4=,0
5+9+8=,22
4-6+4=,2
4+4-5=,3
2-6-0=,-4
2+9+1=,12
0+2+9=,11
7+4+9=,20
8-6+4=,6
9+2-3=,8
4+6+7=,17
6-8-3=,-5
8-0-9=,-1
7-7+0=,0
4+9-5=,8
4+8-2=,10
9+8+5=,22
8+0-5=,3
1-5+7=,3
5+6-1=,10
3+4-5=,2
1+5-1=,5
9-1-7=,1
6-2+4=,8
6+1-6=,1
2-0+5=,7
7-7+6=,6
0-5+8=,3
9-8+4=,5
7-3+3=,7
7-6+8=,9
3-0+6=,9
7+0-4=,3
3+2-5=,0
7-2+7=,12
5-7-7=,-9
3-2+5=,6
1+4-5=,0
1+1-2=,0
9-0+4=,13
1-4-4=,-7
1+2-5=,-2
4-3+5=,6
8+0+9=,17
9+2-5=,6
3+7-3=,7
2+4-2=,4
8+9-7=,10
4+7+3=,14
8+3+4=,15
1+3+3=,7
2+3+9=,14
2-9+5=,-2
0-0-6=,-6
3-2+0=,1
6+3+0=,9
5-5-7=,-7
4-1-3=,0
3-6+6=,3
6+4+1=,11
4-4+2=,2
1-7-5=,-11
3-7-4=,-8
7-0-8=,-1
9-5+5=,9
2+9-6=,5
0+6+4=,10
4+7+6=,17
3+3-7=,-1
4+7+9=,20
4+1-9=,-4
8-7+6=,7
6-3-3=,0
0+7+0=,7
7+5+0=,12
1+9+4=,14
1-8+5=,-2
0+2+9=,11
9+9+1=,19
1+2+7=,10
6-5+0=,1
7+3-1=,9
8+9+2=,19
5-2-8=,-5
2-1+3=,4
5+4+8=,17
6-9-6=,-9
5-7+4=,2
9+1-0=,10
0+2+6=,8
0+0-1=,-1
2-7+8=,3
8+9-6=,11
5-4-9=,-8
7-9-6=,-8
9+5+9=,23
9-6+2=,5
5+2+5=,12
1-4+5=,2
2+6+9=,17
9-8+0=,1
0-2-1=,-3
4+8+6=,18
1+8-1=,8
1-7+3=,-3
0-7+5=,-2
4+7+1=,12
5-9+2=,-2
0-6-4=,-10
0+8-3=,5
9-8+4=,5
7-5+1=,3
9+8+1=,18
2-7+3=,-2
8-3-4=,1
5+9+3=,17
1+4-7=,-2
5+7+7=,19
8+1+5=,14
6-8-4=,-6
5+9-5=,9
6-5-4=,-3
5-8-3=,-6
8-8+5=,5
6-7-2=,-3
2-5+8=,5
5-6-7=,-8
8-1-3=,4
3+4-9=,-2
2-2+5=,5
0-8-9=,-17
7-1-4=,2
3-5-8=,-10
3+7-7=,3
0-3+9=,6
4-1-9=,-6
7+6+0=,13
1-4-8=,-11
3+9+8=,20
0+6+5=,11
0-0+8=,8
5+7-5=,7
4-5-8=,-9
6-4-5=,-3
7+5-2=,10
5-3+8=,10
9-0+3=,12
8+1-2=,7
9-0-7=,2
7+3+1=,11
5+4+5=,14
1-2-8=,-9
1+7-4=,4
0-9+3=,-6
6+4+2=,12
8+5-2=,11
0+1+6=,7
7+0+6=,13
6+0-3=,3
3-6+9=,6
1-3-5=,-7
8+1+0=,9
7-2-8=,-3
4+8-2=,10
9-1+8=,16
9+4-5=,8
4+8+0=,12
4+0-6=,-2
7+8+0=,15
7-8-7=,-8
5-8-3=,-6
0+8-7=,1
2+4+3=,9
3+0-2=,1
1-0-7=,-6
8-2-4=,2
4+6+4=,14
7+1+1=,9
1-2-4=,-5
1+2+8=,11
4+4+2=,10
5-2+6=,9
7-9+8=,6
2-7+2=,-3
6-1-5=,0
6-7-3=,-4
2+3+8=,13
2-4-5=,-7
5-3-4=,-2
2+8+5=,15
1-7-8=,-14
2-6-3=,-7
2+8+2=,12
8+5+1=,14
8-7+3=,4
3-2+3=,4
5+9-4=,10
7+3-6=,4
1+0+7=,8
5+3-2=,6
7+3+9=,19
6-2+8=,12
6+6+6=,18
5+7+9=,21
2+5-3=,4
2-1-9=,-8
0-9+6=,-3
8-8+2=,2
4-8-7=,-11
2-1+4=,5
1-5-9=,-13
6-8+0=,-2
6+6+7=,19
8-2-0=,6
4+2+4=,10
7-8-6=,-7
2+3+0=,5
4+7+0=,11
5-8-1=,-4
2+9+4=,15
3-0+9=,12
7+3+7=,17
6-9-0=,-3
9+3+6=,18
7+9+3=,19
0-0-2=,-2
3+0+2=,5
7-8+3=,2
9-1+3=,11
1-6-3=,-8
2-9-3=,-10
9+3+1=,13
0-7-1=,-8
2+4+1=,7
5+5-5=,5
5-1-5=,-1
5-8+4=,1
6+5+8=,19
0+5+9=,14
4+6+1=,11
0+9-6=,3
6-6-2=,-2
3-1-1=,1
6+6+2=,14
3-5-6=,-8
1-7-0=,-6
4+4-3=,5
1+9+6=,16
3+7-7=,3
8-4-0=,4
0+9-1=,8
8+8+5=,21
3+0+6=,9
2-4-9=,-11
0-0-2=,-2
0+8+9=,17
0+3+8=,11
1+4-2=,3
2+1+6=,9
4+6-4=,6
9-1-9=,-1
8+1-6=,3
5+9-9=,5
6-7-5=,-6
9+8-0=,17
3+5-2=,6
2+8+2=,12
4+6-6=,4
3+3-2=,4
3+8-5=,6
1+1-5=,-3
9+0-2=,7
6+0-1=,5
8-7-3=,-2
2+2-8=,-4
1+0+3=,4
3+7-4=,6
0-5+6=,1
5+8+5=,18
3+9+0=,12
1+3+8=,12
6-3+5=,8
7-3+1=,5
4+3+7=,14
3+1-3=,1
1+1-5=,-3
6+2-0=,8
8-3+0=,5
5-0+2=,7
7-9-9=,-11
3+4+6=,13
9-7-7=,-5
5-3-8=,-6
6-2+3=,7
0-5+1=,-4
8+1+6=,15
0-8+4=,-4
5+7-1=,11
8-1-7=,0
2+8-8=,2
0-1-0=,-1
0+8+6=,14
9+9+5=,23
3+2-1=,4
7+5-3=,9
2+2-2=,2
6-2+0=,4
6+7+2=,15
6-4+8=,10
2+8+3=,13
9-0-2=,7
7-0-4=,3
5-1-3=,1
2-0-7=,-5
7-3+7=,11
0-3+5=,2
0+1+4=,5
4-7+6=,3
8-8-9=,-9
8+5+6=,19
6-7-5=,-6
3-3-2=,-2
4-5-0=,-1
0-9-6=,-15
7+6-2=,11
9+9-2=,16
5-9-1=,-5
5+2+8=,15
6-1+5=,10
4+0+2=,6
7+5+0=,12
1+3-9=,-5
9+5+4=,18
1-4+2=,-1
6-5-7=,-6
0+1-7=,-6
5+5+4=,14
5-5-1=,-1
7-5-7=,-5
7-3+5=,9
0-0+0=,0
4+8-1=,11
1+3-0=,4
0+2-0=,2
5+7+2=,14
3+2+0=,5
6+9-0=,15
8-5-9=,-6
7-0-3=,4
6-3+8=,11
8-2-3=,3
8+8+3=,19
9-2-6=,1
7-0+5=,12
7+4-9=,2
2-7-4=,-9
3-1-9=,-7
7+2+8=,17
1-4+1=,-2
9+5+5=,19
8+7-1=,14
7-6+5=,6
2+4-0=,6
1+3+5=,9
8+7-9=,6
5+2+6=,13
0+9-4=,5
8-6-4=,-2
8+6-1=,13
3+4+7=,14
3-3+8=,8
7-5-1=,1
9+7-9=,7
2+5-6=,1
3-6+3=,0
9+7-9=,7
4+1+3=,8
0-2-6=,-8
5-8-2=,-5
6-1-5=,0
0+6-5=,1
2+7-1=,8
2-9+8=,1
5+0+2=,7
6-4+1=,3
6+0+9=,15
8-5+4=,7
3-9+3=,-3
9-2-5=,2
1-3+2=,0
3+4+9=,16
3-4+5=,4
6-4-6=,-4
2-4-8=,-10
1+0-8=,-7
4+8-8=,4
6+5+1=,12
4+7+0=,11
6-7+3=,2
1+3+6=,10
4-1+6=,9
4+0+6=,10
2+0+7=,9
0+5+5=,10
3-9-8=,-14
1+9+6=,16
0+9-9=,0
0+0-8=,-8
8+1+8=,17
1-2+5=,4
0+2-3=,-1
0-9+3=,-6
8-8+7=,7
0-0+1=,1
3+9-3=,9
2-7+7=,2
0+1+5=,6
3-2+1=,2
5-3+5=,7
6+8+7=,21
9-2-3=,4
1-0+8=,9
1+3-7=,-3
7-6-4=,-3
9+2+4=,15
4-6-7=,-9
3-8-4=,-9
4-3+0=,1
1-7+4=,-2
0-5-1=,-6
8-1+8=,15
1+6+4=,11
1+2-8=,-5
3-8+8=,3
2-0+1=,3
7-2-9=,-4
8+9+1=,18
0-2-9=,-11
6+9+0=,15
9+1+5=,15
1-3+7=,5
0-9-7=,-16
4+4-1=,7
0+5+8=,13
2+0-3=,-1
4-6-4=,-6
8-8+4=,4
1+5+9=,15
6+0-0=,6
8-0+7=,15
2+9+1=,12
5+2-6=,1
9+6-9=,6
4-8+8=,4
7+1-2=,6
2-8-3=,-9
2-7-1=,-6
7-3+0=,4
5+2-0=,7
9-2+5=,12
5-2-4=,-1
7-3+2=,6
5+7-6=,6
7-3-2=,2
3+2+1=,6
6+4+6=,16
5-5+0=,0
6-0+6=,12
0+1+6=,7
3+2+3=,8
5-3+3=,5
6-5+4=,5
5-9-2=,-6
9+6+6=,21
3+8+8=,19
6-3+9=,12
8+5+8=,21
4-4-1=,-1
3-8-6=,-11
3+6+1=,10
8-1+1=,8
6+3-6=,3
1-7+5=,-1
7+4-3=,8
0-2-6=,-8
4+4+6=,14
7+7-9=,5
2-4-8=,-10
1-9+3=,-5
1+3+7=,11
9+5-4=,10
1+4+3=,8
9+5+5=,19
9-3-7=,-1
3-3-8=,-8
1+7-1=,7
2-7+8=,3
2+0-2=,0
7+1-6=,2
0-5-9=,-14
9-8-5=,-4
7+5+6=,18
1-3+2=,0
0-6+9=,3
7+3+9=,19
8-5-0=,3
7-5+2=,4
0-1+4=,3
7-7+7=,7
2-2+8=,8
1-3+7=,5
7+0+9=,16
0+3-8=,-5
2-1-4=,-3
8-1-3=,4
4+2+2=,8
7-2-4=,1
9-2+1=,8
2-7-2=,-7
5+9-8=,6
7+4+4=,15
2+2-2=,2
0+7-6=,1
4-1+0=,3
3-8-3=,-8
6+8+1=,15
0+6+4=,10
6-7+3=,2
2-8+7=,1
5+8-3=,10
8+6+8=,22
1+4+8=,13
1+4-5=,0
8-7-4=,-3
8-2+6=,12
6-0+2=,8
9-7-4=,-2
9-5+0=,4
5-2-7=,-4
6+3-1=,8
7-8-6=,-7
0+5+2=,7
1+5-7=,-1
9-1+0=,8
4-4-4=,-4
4+6+4=,14
5-3-8=,-6
9-1+6=,14
4-0-5=,-1
5-8-0=,-3
7+0+7=,14
5-4+9=,10
3+4-0=,7
4+6-5=,5
2-6-6=,-10
6-3-7=,-4
6+8-5=,9
4-6-1=,-3
0+7+7=,14
2-7+5=,0
9-9+1=,1
1-7-5=,-11
6+8-6=,8
2-3-8=,-9
0-9+3=,-6
5+0-4=,1
8+4-3=,9
2+3-3=,2
4-7+1=,-2
2-7-0=,-5
5-9-1=,-5
0-5-4=,-9
7-6+1=,2
9+2-3=,8
9-8+6=,7
7+5+2=,14
7+9+1=,17
9+8-6=,11
8-7+0=,1
6-6-7=,-7
3+7-3=,7
9-8+3=,4
6+8+0=,14
2-7-9=,-14
9+3-5=,7
5+8+4=,17
8+2-6=,4
1-2+6=,5
4-2+3=,5
7+7-5=,9
7-2-2=,3
1+1-7=,-5
5+1-6=,0
9+0-5=,4
1+0-1=,0
3+5-4=,4
0-3-9=,-12
2-6+6=,2
9-2+5=,12
2-1-0=,1
8-3-4=,1
1+1+9=,11
6-1+2=,7
0+5+8=,13
7+7-4=,10
8+5-5=,8
4-6-5=,-7
3+1-2=,2
2+0+8=,10
2+9+3=,14
9-9-8=,-8
0-5-7=,-12
2-0-6=,-4
7+0-6=,1
5-3-5=,-3
8-9+6=,5
2+1+7=,10
1-8+5=,-2
2-6+6=,2
7+4-0=,11
1-0-4=,-3
5-4-2=,-1
0+5-3=,2
3-9-0=,-6
3-2+9=,10
3-5+5=,3
3+4-3=,4
3-8-4=,-9
3-2+4=,5
6-3+7=,10
2-0-2=,0
6+9+1=,16
3-1-0=,2
3-0-5=,-2
8+1+4=,13
2+5+2=,9
4-4-4=,-4
5-1-8=,-4
9-1+6=,14
0+7+0=,7
1-4-9=,-12
1-7+1=,-5
2+8+4=,14
9-1+0=,8
1-9-8=,-16
4-6+5=,3
2-8+8=,2
3+7+8=,18
9-8+8=,9
0-7-8=,-15
1+8-5=,4
0-7-3=,-10
0-0+2=,2
0-7-7=,-14
3-4+9=,8
0+4+8=,12
9-1-2=,6
0+6-8=,-2
8-1-2=,5
6-9-3=,-6
7+4+9=,20
4+7-5=,6
1-1-6=,-6
5-5-0=,0
5-3-4=,-2
5-3+4=,6
2+1-5=,-2
0+5+0=,5
9+9+2=,20
2+6-0=,8
8+7-4=,11
7-6-1=,0
2+9-9=,2
1-6-7=,-12
3+9+5=,17
8+4+7=,19
6-9-2=,-5
8-4-9=,-5
0-9-0=,-9
0+3-1=,2
6-0-4=,2
6-7-7=,-8
3+7+4=,14
8-5-5=,-2
5+0+3=,8
2-7+0=,-5
9-7+9=,11
7+3+5=,15
6-4-2=,0
6+1+4=,11
8+9+7=,24
5-0-2=,3
2+7-0=,9
2-4-8=,-10
9-6+3=,6
4-2+1=,3
7+3-0=,10
3-2-6=,-5
0+8-5=,3
4-7+6=,3
8+3+6=,17
9-9+0=,0
2-8+3=,-3
8+0+2=,10
3-2-2=,-1
0+6+1=,7
4-4-6=,-6
3+5-4=,4
9+1-8=,2
5-0-7=,-2
2-7-4=,-9
9-2+5=,12
4-7-9=,-12
7-6+2=,3
7+7-1=,13
5-6-2=,-3
1-9+1=,-7
7+6-8=,5
0+6-5=,1
0-0-2=,-2
0+2-3=,-1
9-1+1=,9
9+6+0=,15
8+0-7=,1
2+0-5=,-3
5+6-2=,9
2-1-5=,-4
9+8+6=,23
1-3-6=,-8
7+6+7=,20
7+1+6=,14
6-9-0=,-3
4-4+1=,1
2-8+2=,-4
0-6+3=,-3
2+7-5=,4
2-5-5=,-8
1-7-6=,-12
9+9-1=,17
5+2+0=,7
6-3-7=,-4
2+0-5=,-3
2-4+8=,6
3+5-6=,2
6+7-3=,10
9+8+2=,19
3-2+8=,9
9-4+4=,9
2-4+4=,2
0-2+8=,6
6-5-8=,-7
2+1-3=,0
1-1-2=,-2
6-9-4=,-7
3+0+0=,3
8-3-7=,-2
4+5+4=,13
2+5-5=,2
2+9+4=,15
5+7-7=,5
2-9-4=,-11
7-6-5=,-4
9-4+6=,11
8-5-8=,-5
1+2+2=,5
7+6-5=,8
0-5+5=,0
2+1+3=,6
3-5+2=,0
4+8-7=,5
1-6+5=,0
4-2-9=,-7
9-3-5=,1
5-8-3=,-6
6+6+4=,16
4-2-4=,-2
8-6-4=,-2
8+1-2=,7
0-3+7=,4
4-5-5=,-6
9+3-4=,8
7-8+0=,-1
3+4+3=,10
7-6+9=,10
5-2-1=,2
1-5+5=,1
6-3+9=,12
6-7-7=,-8
0-5+8=,3
7+0+5=,12
7+1+8=,16
3+7-5=,5
6-9+0=,-3
3-6+0=,-3
9-2-5=,2
2-5+0=,-3
4+3-3=,4
9-4-7=,-2
3+7+7=,17
8-0-0=,8
7+8+0=,15
6-3+4=,7
7+7-7=,7
2+6-3=,5
4-7-8=,-11
9-0-5=,4
6-8+0=,-2
2+4-1=,5
5+4+4=,13
0+8-2=,6
5+6+4=,15
2+3+7=,12
0-7-7=,-14
5-2+7=,10
1+0+6=,7
3-4+2=,1
8-9-9=,-10
9+9-7=,11
8-7-5=,-4
4-5+9=,8
3-0-8=,-5
7-3+0=,4
3-3+7=,7
3-9-7=,-13
5+3-0=,8
1-3-6=,-8
9+0+7=,16
9+9+1=,19
5+7-0=,12
5+2+6=,13
6-7+8=,7
3+6+3=,12
1+3-0=,4
8-3-8=,-3
7+6+7=,20
8-6+6=,8
6+6-2=,10
2-4-2=,-4
7-8+6=,5
9+4-1=,12
6+9+3=,18
3+9+6=,18
0-4+3=,-1
1+8+2=,11
6+1-0=,7
2+9+0=,11
7-6-6=,-5
4+6-8=,2
0-5+8=,3
0-1-2=,-3
9+6+7=,22
1+5-6=,0
9-8-0=,1
1-5-8=,-12
4+8+3=,15
7+5-3=,9
3-9+0=,-6
7-8-3=,-4
4-6-9=,-11
8-6+0=,2
9-0-9=,0
3-1-8=,-6
9-7+2=,4
6+9-0=,15
7+0-2=,5
2-6+7=,3
1-7+4=,-2
8-5+0=,3
4-9-9=,-14
2-4+1=,-1
0+1-4=,-3
5+6+8=,19
1-1-9=,-9
1-3+6=,4
2-9+0=,-7
5-2+6=,9
1+5-7=,-1
4+7-9=,2
5+2-1=,6
0-6-8=,-14
7-4-6=,-3
0+3+3=,6
7-2-7=,-2
3-0+9=,12
0-9+9=,0
1-6-4=,-9
4+7-6=,5
7-8+5=,4
5-3-0=,2
7-5-7=,-5
0+7-9=,-2
3-1+3=,5
1+5-5=,1
9-3+4=,10
0-2+5=,3
3+1+4=,8
1+6+9=,16
1+6+0=,7
5-4-9=,-8
1+9-6=,4
6-2-6=,-2
1-6-6=,-11
3-3-1=,-1
2-9-2=,-9
1+6-6=,1
4-4-6=,-6
9-5+1=,5
6+3+7=,16
1+5+1=,7
5-7+7=,5
0-4+2=,-2
1+8+4=,13
3+9+6=,18
3-5-2=,-4
0+1-8=,-7
7-0-2=,5
0+9+2=,11
6-6+8=,8
5+8-4=,9
4-4+7=,7
3-5+2=,0
0+3-6=,-3
7-3+2=,6
4+0-2=,2
1-4+9=,6
7+7+8=,22
9+4+1=,14
0-3-2=,-5
5-9+7=,3
4+9-1=,12
9-0-2=,7
9-1-0=,8
4-4-9=,-9
8+7+9=,24
6+6+2=,14
1+8+9=,18
7-4+0=,3
4-0-8=,-4
2+4+1=,7
4+5-2=,7
7-5+0=,2
3+1-1=,3
2-6+9=,5
4+2+9=,15
0+4+4=,8
0-0+4=,4
8-5-6=,-3
7-8+8=,7
3+8-1=,10
3+9+9=,21
6-8-8=,-10
1+7-3=,5
2+3+8=,13
9-1-0=,8
4-3+4=,5
5-1-9=,-5
8-0+3=,11
7+5-1=,11
3-5+9=,7
3+5-4=,4
2+8+9=,19
5-1+1=,5
3-4+4=,3
1+3+1=,5
2+4-3=,3
1-8-6=,-13
7+1-3=,5
6+9+7=,22
9-1+7=,15
0-3+4=,1
9-9+1=,1
1+6+9=,16
5+8+8=,21
4+8+5=,17
9+0+5=,14
5-1-5=,-1
4-0+5=,9
1+7+9=,17
9-6-1=,2
4+0+0=,4
5+3-6=,2
8+1-3=,6
3+4-8=,-1
6-5+1=,2
6-7+2=,1
2-3-3=,-4
7+5-7=,5
2+6+7=,15
2+9+8=,19
3+6-7=,2
3-1+7=,9
9+6-7=,8
9+1+3=,13
3+0-7=,-4
5-6-3=,-4
3+4+5=,12
4-0-2=,2
3-3+6=,6
7+4+6=,17
6-6-2=,-2
8+7-9=,6
0+6+8=,14
9-8-3=,-2
7-0-5=,2
0+3+1=,4
6+0-9=,-3
1-8+5=,-2
5+0-7=,-2
8+3+3=,14
7+4+1=,12
3-0+6=,9
8-1+0=,7
8+4+7=,19
6+8-8=,6
7-0+7=,14
5-4-9=,-8
7-3+2=,6
7-6-5=,-4
9-6-3=,0
3+3+9=,15
0-1+9=,8
2+3+8=,13
7-4+8=,11
3+0-6=,-3
8-7-2=,-1
2-8-3=,-9
3+4+4=,11
2-3-4=,-5
6-0-2=,4
4+0+4=,8
1-8+1=,-6
3-7+6=,2
5-0+2=,7
7+5-2=,10
0-8+5=,-3
6+3-0=,9
4-0-3=,1
3+7-7=,3
6-5-3=,-2
8-7-5=,-4
6+4-7=,3
4+9+9=,22
8+7-9=,6
4-7+0=,-3
6-6+1=,1
4+6-0=,10
8+7-1=,14
4-7-5=,-8
3+1-0=,4
6+3-4=,5
6+7+8=,21
4+6+7=,17
2-2-4=,-4
9-6+6=,9
2+8+0=,10
5-5-3=,-3
3+4-0=,7
9+3+2=,14
9+6+1=,16
0+8-8=,0
0-2-7=,-9
8+1+0=,9
3-5-0=,-2
9-5-3=,1
8-8-4=,-4
9+3-6=,6
1+7-1=,7
8+1-8=,1
1+6-8=,-1
3+0-4=,-1
3-6-8=,-11
6-4-2=,0
3+7+7=,17
6-6-5=,-5
4-4+1=,1
8-6+2=,4
5-1-3=,1
0-9-9=,-18
4+9+2=,15
8-2+7=,13
5+7+2=,14
1-6-6=,-11
1+0+6=,7
1-3+1=,-1
5-2-3=,0
4-6+5=,3
1+5-5=,1
6+5-3=,8
8-9+6=,5
0+9+8=,17
7-0-7=,0
2-2+2=,2
0+3-5=,-2
0+6+2=,8
5-7-7=,-9
4-9-3=,-8
2-1-9=,-8
4+2+8=,14
4-5+7=,6
3+0-1=,2
2-8-7=,-13
